Id_cost,city,category,item,avg_price_egp,min_price_egp,max_price_egp
1356,New Cairo,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,70000,50000,100000
1357,New Cairo,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,36722,35000,40000
1358,New Cairo,Salaries And Financing,Average Monthly Net Salary (After Tax),9833.33,,
1359,New Cairo,Salaries And Financing,"Annual Mortgage Interest Rate (20-Year Fixed, in %)",11.4,9,15.2
1360,Port Said,Restaurants,Meal at an Inexpensive Restaurant,200,120,500
1361,Port Said,Restaurants,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks)",800,500,1500
1362,Port Said,Restaurants,Combo Meal at McDonald's (or Equivalent Fast-Food Meal),250,200,360
1363,Port Said,Restaurants,Domestic Draft Beer (0.5 Liter),72.5,60,110
1364,Port Said,Restaurants,Imported Beer (0.33 Liter Bottle),150,90,200
1365,Port Said,Restaurants,Cappuccino (Regular Size),64.12,30,120
1366,Port Said,Restaurants,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle)",16.38,15,20
1367,Port Said,Restaurants,Bottled Water (0.33 Liter),6,5,10
1368,Port Said,Markets,"Milk (Regular, 1 Liter)",35.33,21,50
1369,Port Said,Markets,Fresh White Bread (500 g Loaf),39.57,20,120
1370,Port Said,Markets,White Rice (1 kg),33.52,26,90
1371,Port Said,Markets,"Eggs (12, Large Size)",61.17,36,72
1372,Port Said,Markets,Local Cheese (1 kg),208.12,70,500
1373,Port Said,Markets,Chicken Fillets (1 kg),166.67,100,250
1374,Port Said,Markets,Beef Round or Equivalent Back Leg Red Meat (1 kg),426.67,400,500
1375,Port Said,Markets,Apples (1 kg),72.11,40,90
1376,Port Said,Markets,Bananas (1 kg),33.82,25,50
1377,Port Said,Markets,Oranges (1 kg),22.69,10,35
1378,Port Said,Markets,Tomatoes (1 kg),17.04,10,30
1379,Port Said,Markets,Potatoes (1 kg),17.08,7,30
1380,Port Said,Markets,Onions (1 kg),18.57,10,30
1381,Port Said,Markets,Lettuce (1 Head),11.67,5,30
1382,Port Said,Markets,Bottled Water (1.5 Liter),9,7,12
1383,Port Said,Markets,Bottle of Wine (Mid-Range),300,150,500
1384,Port Said,Markets,Domestic Beer (0.5 Liter Bottle),66,60,90
1385,Port Said,Markets,Imported Beer (0.33 Liter Bottle),140,45,160
1386,Port Said,Markets,"Cigarettes (Pack of 20, Marlboro)",100,80,150
1387,Port Said,Transportation,Monthly Public Transport Pass (Regular Price),120,,
1388,Port Said,Transportation,Taxi Start (Standard Tariff),15,15,50
1389,Port Said,Transportation,Taxi 1 km (Standard Tariff),22.5,10,30
1390,Port Said,Transportation,Taxi 1 Hour Waiting (Standard Tariff),100,70,100
1391,Port Said,Transportation,Gasoline (1 Liter),13,11,24
1392,Port Said,Transportation,Volkswagen Golf 1.5 (or Equivalent New Compact Car),1690000,1690000,1800000
1393,Port Said,Transportation,Toyota Corolla Sedan 1.6 (or Equivalent New Mid-Size Car),1506250,1200000,1700000
1394,Port Said,Utilities (Monthly),"Basic Utilities for 85 m2 Apartment (Electricity, Heating, Cooling, Water, Garbage)",669.6,470,1416.67
1395,Port Said,Utilities (Monthly),"Mobile Phone Plan (Monthly, with Calls and 10GB+ Data)",335.79,150,500
1396,Port Said,Utilities (Monthly),"Broadband Internet (Unlimited Data, 60 Mbps or Higher)",360,250,1000
1397,Port Said,Sports And Leisure,Monthly Fitness Club Membership,300,,
1398,Port Said,Sports And Leisure,Cinema Ticket (International Release),150,100,150
1399,Port Said,Childcare,"Private Full-Day Preschool or Kindergarten, Monthly Fee per Child",1833.33,1833.33,5000
1400,Port Said,Childcare,"International Primary School, Annual Tuition per Child",30000,30000,308661.93
1401,Port Said,Clothing And Shoes,Jeans (Levi's 501 or Similar),1503.57,600,3000
1402,Port Said,Clothing And Shoes,Summer Dress in a Chain Store (e.g. Zara or H&M),2300,800,4000
1403,Port Said,Clothing And Shoes,Nike Running Shoes (Mid-Range),6545.45,3500,17000
1404,Port Said,Clothing And Shoes,Men's Leather Business Shoes,2877.78,700,5000
1405,Port Said,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,80000,,
1406,Port Said,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,20000,,
1407,Port Said,Salaries And Financing,Average Monthly Net Salary (After Tax),10000,,
1408,Port Said,Salaries And Financing,"Annual Mortgage Interest Rate (20-Year Fixed, in %)",20.5,14,24
1409,Qalyub,Restaurants,Meal at an Inexpensive Restaurant,200,100,500
1410,Qalyub,Restaurants,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks)",800,500,1500
1411,Qalyub,Restaurants,Combo Meal at McDonald's (or Equivalent Fast-Food Meal),250,200,350
1412,Qalyub,Restaurants,Domestic Draft Beer (0.5 Liter),72.5,60,110
1413,Qalyub,Restaurants,Imported Beer (0.33 Liter Bottle),120,90,200
1414,Qalyub,Restaurants,Cappuccino (Regular Size),64.12,45,120
1415,Qalyub,Restaurants,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle)",16.38,15,30
1416,Qalyub,Restaurants,Bottled Water (0.33 Liter),6.53,5,15
1417,Qalyub,Markets,"Milk (Regular, 1 Liter)",43.93,38,55
1418,Qalyub,Markets,Fresh White Bread (500 g Loaf),36.54,20,120
1419,Qalyub,Markets,White Rice (1 kg),33.52,26,45
1420,Qalyub,Markets,"Eggs (12, Large Size)",61.17,36,96
1421,Qalyub,Markets,Local Cheese (1 kg),208.12,80,450
1422,Qalyub,Markets,Chicken Fillets (1 kg),220.62,120,350
1423,Qalyub,Markets,Beef Round or Equivalent Back Leg Red Meat (1 kg),468.62,400,550
1424,Qalyub,Markets,Apples (1 kg),72.11,40,130
1425,Qalyub,Markets,Bananas (1 kg),33.82,25,58
1426,Qalyub,Markets,Oranges (1 kg),22.69,10,50
1427,Qalyub,Markets,Tomatoes (1 kg),17.04,8,35
1428,Qalyub,Markets,Potatoes (1 kg),17.08,7,30
1429,Qalyub,Markets,Onions (1 kg),18.57,10,33.07
1430,Qalyub,Markets,Lettuce (1 Head),14,5,30
1431,Qalyub,Markets,Bottled Water (1.5 Liter),10.12,8,15
1432,Qalyub,Markets,Bottle of Wine (Mid-Range),300,150,600
1433,Qalyub,Markets,Domestic Beer (0.5 Liter Bottle),66,40,120
1434,Qalyub,Markets,Imported Beer (0.33 Liter Bottle),109.41,45,160
1435,Qalyub,Markets,"Cigarettes (Pack of 20, Marlboro)",100,80,150
1436,Qalyub,Transportation,One-Way Ticket (Local Transport),20,,
1437,Qalyub,Transportation,Taxi Start (Standard Tariff),20,20,50
1438,Qalyub,Transportation,Taxi 1 km (Standard Tariff),11,8,30
1439,Qalyub,Transportation,Taxi 1 Hour Waiting (Standard Tariff),50,30,100
1440,Qalyub,Transportation,Gasoline (1 Liter),19.03,15,24
1441,Qalyub,Transportation,Volkswagen Golf 1.5 (or Equivalent New Compact Car),1690000,1500000,1950000
1442,Qalyub,Transportation,Toyota Corolla Sedan 1.6 (or Equivalent New Mid-Size Car),1451578.95,1200000,1700000
1443,Qalyub,Utilities (Monthly),"Basic Utilities for 85 m2 Apartment (Electricity, Heating, Cooling, Water, Garbage)",669.6,470,2000
1444,Qalyub,Utilities (Monthly),"Mobile Phone Plan (Monthly, with Calls and 10GB+ Data)",335.79,150,600
1445,Qalyub,Utilities (Monthly),"Broadband Internet (Unlimited Data, 60 Mbps or Higher)",533.64,250,1000
1446,Qalyub,Sports And Leisure,Monthly Fitness Club Membership,300,,
1447,Qalyub,Sports And Leisure,"Tennis Court Rental (1 Hour, Weekend)",50,,
1448,Qalyub,Sports And Leisure,Cinema Ticket (International Release),150,100,350
1449,Qalyub,Childcare,"Private Full-Day Preschool or Kindergarten, Monthly Fee per Child",4155.56,2500,8000
1450,Qalyub,Childcare,"International Primary School, Annual Tuition per Child",111363.64,70000,485251.16
1451,Qalyub,Clothing And Shoes,Jeans (Levi's 501 or Similar),1503.57,600,4000
1452,Qalyub,Clothing And Shoes,Summer Dress in a Chain Store (e.g. Zara or H&M),2277.27,800,4000
1453,Qalyub,Clothing And Shoes,Nike Running Shoes (Mid-Range),5825,3000,12000
1454,Qalyub,Clothing And Shoes,Men's Leather Business Shoes,2877.78,700,6000
1455,Qalyub,Rent Per Month,1 Bedroom Apartment in City Centre,2500,,
1456,Qalyub,Rent Per Month,1 Bedroom Apartment Outside of City Centre,2000,,
1457,Qalyub,Rent Per Month,3 Bedroom Apartment in City Centre,4000,,
1458,Qalyub,Rent Per Month,3 Bedroom Apartment Outside of City Centre,3500,,
1459,Qalyub,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,15000,,
1460,Qalyub,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,13000,,
1461,Qalyub,Salaries And Financing,"Annual Mortgage Interest Rate (20-Year Fixed, in %)",17.47,8,27.5
1462,Rafah,Restaurants,Meal at an Inexpensive Restaurant,100,,
1463,Rafah,Restaurants,Combo Meal at McDonald's (or Equivalent Fast-Food Meal),250,,
1464,Rafah,Restaurants,Cappuccino (Regular Size),70,,
1465,Rafah,Restaurants,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle)",15,,
1466,Rafah,Restaurants,Bottled Water (0.33 Liter),7,,
1467,Rafah,Markets,"Milk (Regular, 1 Liter)",45,,
1468,Rafah,Markets,Fresh White Bread (500 g Loaf),20,,
1469,Rafah,Markets,White Rice (1 kg),19,,
1470,Rafah,Markets,"Eggs (12, Large Size)",72,,
1471,Rafah,Markets,Local Cheese (1 kg),80,,
1472,Rafah,Markets,Chicken Fillets (1 kg),200,,
1473,Rafah,Markets,Beef Round or Equivalent Back Leg Red Meat (1 kg),430,,
1474,Rafah,Markets,Apples (1 kg),70,,
1475,Rafah,Markets,Bananas (1 kg),30,,
1476,Rafah,Markets,Oranges (1 kg),20,,
1477,Rafah,Markets,Tomatoes (1 kg),10,,
1478,Rafah,Markets,Potatoes (1 kg),15,,
1479,Rafah,Markets,Onions (1 kg),25,,
1480,Rafah,Markets,Lettuce (1 Head),15,,
1481,Rafah,Markets,Bottled Water (1.5 Liter),10,,
1482,Rafah,Markets,"Cigarettes (Pack of 20, Marlboro)",120,,
1483,Rafah,Utilities (Monthly),"Basic Utilities for 85 m2 Apartment (Electricity, Heating, Cooling, Water, Garbage)",566.67,,
1484,Rafah,Utilities (Monthly),"Mobile Phone Plan (Monthly, with Calls and 10GB+ Data)",200,,
1485,Rafah,Sports And Leisure,Monthly Fitness Club Membership,250,,
1486,Rafah,Sports And Leisure,"Tennis Court Rental (1 Hour, Weekend)",400,,
1487,Sharm El Sheikh,Restaurants,Meal at an Inexpensive Restaurant,400,,
1488,Sharm El Sheikh,Restaurants,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks)",1100,1000,1200
1489,Sharm El Sheikh,Restaurants,Combo Meal at McDonald's (or Equivalent Fast-Food Meal),275,250,300
1490,Sharm El Sheikh,Restaurants,Domestic Draft Beer (0.5 Liter),150,100,200
1491,Sharm El Sheikh,Restaurants,Imported Beer (0.33 Liter Bottle),250,,
1492,Sharm El Sheikh,Restaurants,Cappuccino (Regular Size),90,60,120
1493,Sharm El Sheikh,Restaurants,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle)",16.5,15,18
1494,Sharm El Sheikh,Restaurants,Bottled Water (0.33 Liter),23.33,10,50
1495,Sharm El Sheikh,Markets,"Milk (Regular, 1 Liter)",45,,
1496,Sharm El Sheikh,Markets,White Rice (1 kg),25,,
1497,Sharm El Sheikh,Markets,"Eggs (12, Large Size)",62.6,58,67.2
1498,Sharm El Sheikh,Markets,Chicken Fillets (1 kg),200,,
1499,Sharm El Sheikh,Markets,Apples (1 kg),80,,
1500,Sharm El Sheikh,Markets,Bananas (1 kg),25,,
1501,Sharm El Sheikh,Markets,Oranges (1 kg),25,,
1502,Sharm El Sheikh,Markets,Tomatoes (1 kg),15,,
1503,Sharm El Sheikh,Markets,Domestic Beer (0.5 Liter Bottle),80,,
1504,Sharm El Sheikh,Markets,"Cigarettes (Pack of 20, Marlboro)",112.5,85,140
1505,Sharm El Sheikh,Transportation,One-Way Ticket (Local Transport),5,,
1506,Sharm El Sheikh,Transportation,Gasoline (1 Liter),23,17,24
1507,Sharm El Sheikh,Transportation,Volkswagen Golf 1.5 (or Equivalent New Compact Car),1690000,,
1508,Sharm El Sheikh,Transportation,Toyota Corolla Sedan 1.6 (or Equivalent New Mid-Size Car),1150000,,
1509,Sharm El Sheikh,Utilities (Monthly),"Mobile Phone Plan (Monthly, with Calls and 10GB+ Data)",620.17,,
1510,Sharm El Sheikh,Utilities (Monthly),"Broadband Internet (Unlimited Data, 60 Mbps or Higher)",1550.43,,
1511,Sharm El Sheikh,Rent Per Month,1 Bedroom Apartment in City Centre,19302.57,18605.15,20000
1512,Sharm El Sheikh,Rent Per Month,1 Bedroom Apartment Outside of City Centre,14501.43,12000,16000
1513,Sharm El Sheikh,Rent Per Month,3 Bedroom Apartment in City Centre,33004.29,31008.58,35000
1514,Sharm El Sheikh,Rent Per Month,3 Bedroom Apartment Outside of City Centre,28953.86,27907.72,30000
1515,Sharm El Sheikh,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,52714.59,,
1516,Sharm El Sheikh,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,37210.3,,
1517,Sharm El Sheikh,Salaries And Financing,Average Monthly Net Salary (After Tax),8000,,
1518,Sharm El Sheikh,Salaries And Financing,"Annual Mortgage Interest Rate (20-Year Fixed, in %)",26.5,,
1519,Sheikh Zayed,Restaurants,Meal at an Inexpensive Restaurant,200,120,500
1520,Sheikh Zayed,Restaurants,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks)",800,500,1500
1521,Sheikh Zayed,Restaurants,Combo Meal at McDonald's (or Equivalent Fast-Food Meal),225,200,250
1522,Sheikh Zayed,Restaurants,Domestic Draft Beer (0.5 Liter),72.5,60,300
1523,Sheikh Zayed,Restaurants,Imported Beer (0.33 Liter Bottle),150,90,200
1524,Sheikh Zayed,Restaurants,Cappuccino (Regular Size),64.12,30,120
1525,Sheikh Zayed,Restaurants,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle)",16.38,15,60
1526,Sheikh Zayed,Restaurants,Bottled Water (0.33 Liter),6.53,5,25
1527,Sheikh Zayed,Markets,"Milk (Regular, 1 Liter)",43.93,38,50
1528,Sheikh Zayed,Markets,Fresh White Bread (500 g Loaf),39.57,20,120
1529,Sheikh Zayed,Markets,White Rice (1 kg),30,26,40
1530,Sheikh Zayed,Markets,"Eggs (12, Large Size)",61.17,36,72
1531,Sheikh Zayed,Markets,Local Cheese (1 kg),208.12,80,400
1532,Sheikh Zayed,Markets,Chicken Fillets (1 kg),220.62,180,260
1533,Sheikh Zayed,Markets,Beef Round or Equivalent Back Leg Red Meat (1 kg),470.26,400,500
1534,Sheikh Zayed,Markets,Apples (1 kg),72.11,40,100
1535,Sheikh Zayed,Markets,Bananas (1 kg),32.5,25,50
1536,Sheikh Zayed,Markets,Oranges (1 kg),22.69,10,35
1537,Sheikh Zayed,Markets,Tomatoes (1 kg),17.04,10,25
1538,Sheikh Zayed,Markets,Potatoes (1 kg),17.08,7,30
1539,Sheikh Zayed,Markets,Onions (1 kg),18.57,10,30
1540,Sheikh Zayed,Markets,Lettuce (1 Head),14,5,30
1541,Sheikh Zayed,Markets,Bottled Water (1.5 Liter),9,8,12
1542,Sheikh Zayed,Markets,Bottle of Wine (Mid-Range),300,150,500
1543,Sheikh Zayed,Markets,Domestic Beer (0.5 Liter Bottle),50,50,90
1544,Sheikh Zayed,Markets,Imported Beer (0.33 Liter Bottle),140,45,160
1545,Sheikh Zayed,Markets,"Cigarettes (Pack of 20, Marlboro)",84,80,150
1546,Sheikh Zayed,Transportation,One-Way Ticket (Local Transport),13.5,12,15
1547,Sheikh Zayed,Transportation,Taxi Start (Standard Tariff),28,20,50
1548,Sheikh Zayed,Transportation,Taxi 1 km (Standard Tariff),22.5,10,30
1549,Sheikh Zayed,Transportation,Taxi 1 Hour Waiting (Standard Tariff),100,70,100
1550,Sheikh Zayed,Transportation,Gasoline (1 Liter),18.25,15,24
1551,Sheikh Zayed,Transportation,Volkswagen Golf 1.5 (or Equivalent New Compact Car),1600000,1600000,1800000
1552,Sheikh Zayed,Transportation,Toyota Corolla Sedan 1.6 (or Equivalent New Mid-Size Car),1506250,1200000,1800000
1553,Sheikh Zayed,Utilities (Monthly),"Basic Utilities for 85 m2 Apartment (Electricity, Heating, Cooling, Water, Garbage)",669.6,470,2200
1554,Sheikh Zayed,Utilities (Monthly),"Mobile Phone Plan (Monthly, with Calls and 10GB+ Data)",335.79,150,600
1555,Sheikh Zayed,Utilities (Monthly),"Broadband Internet (Unlimited Data, 60 Mbps or Higher)",533.64,250,1000
1556,Sheikh Zayed,Sports And Leisure,Monthly Fitness Club Membership,2000,2000,2000
1557,Sheikh Zayed,Sports And Leisure,"Tennis Court Rental (1 Hour, Weekend)",500,,
1558,Sheikh Zayed,Sports And Leisure,Cinema Ticket (International Release),150,100,200
1559,Sheikh Zayed,Childcare,"Private Full-Day Preschool or Kindergarten, Monthly Fee per Child",4155.56,2500,7000
1560,Sheikh Zayed,Childcare,"International Primary School, Annual Tuition per Child",111363.64,70000,308661.93
1561,Sheikh Zayed,Clothing And Shoes,Jeans (Levi's 501 or Similar),1503.57,600,3000
1562,Sheikh Zayed,Clothing And Shoes,Summer Dress in a Chain Store (e.g. Zara or H&M),2300,800,4000
1563,Sheikh Zayed,Clothing And Shoes,Nike Running Shoes (Mid-Range),6500,3500,12000
1564,Sheikh Zayed,Clothing And Shoes,Men's Leather Business Shoes,2750,700,5000
1565,Sheikh Zayed,Rent Per Month,1 Bedroom Apartment in City Centre,10000,,
1566,Sheikh Zayed,Rent Per Month,1 Bedroom Apartment Outside of City Centre,4000,,
1567,Sheikh Zayed,Rent Per Month,3 Bedroom Apartment in City Centre,26000,22000,30000
1568,Sheikh Zayed,Rent Per Month,3 Bedroom Apartment Outside of City Centre,10000,,
1569,Sheikh Zayed,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,55000,,
1570,Sheikh Zayed,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,30000,,
1571,Sheikh Zayed,Salaries And Financing,Average Monthly Net Salary (After Tax),7000,,
1572,Sheikh Zayed,Salaries And Financing,"Annual Mortgage Interest Rate (20-Year Fixed, in %)",20.5,14,24
1573,Shebin El Kom,Restaurants,Meal at an Inexpensive Restaurant,200,120,500
1574,Shebin El Kom,Restaurants,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks)",600,500,1500
1575,Shebin El Kom,Restaurants,Combo Meal at McDonald's (or Equivalent Fast-Food Meal),250,200,300
1576,Shebin El Kom,Restaurants,Domestic Draft Beer (0.5 Liter),72.5,60,110
1577,Shebin El Kom,Restaurants,Imported Beer (0.33 Liter Bottle),150,90,300
1578,Shebin El Kom,Restaurants,Cappuccino (Regular Size),64.12,30,120
1579,Shebin El Kom,Restaurants,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle)",15,15,20
1580,Shebin El Kom,Restaurants,Bottled Water (0.33 Liter),6,5,10
1581,Shebin El Kom,Markets,"Milk (Regular, 1 Liter)",43.93,38,50
1582,Shebin El Kom,Markets,Fresh White Bread (500 g Loaf),39.57,20,120
1583,Shebin El Kom,Markets,White Rice (1 kg),33.52,26,40
1584,Shebin El Kom,Markets,"Eggs (12, Large Size)",61.17,36,72
1585,Shebin El Kom,Markets,Local Cheese (1 kg),208.12,80,400
1586,Shebin El Kom,Markets,Chicken Fillets (1 kg),220.62,180,250
1587,Shebin El Kom,Markets,Beef Round or Equivalent Back Leg Red Meat (1 kg),470.26,400,500
1588,Shebin El Kom,Markets,Apples (1 kg),72.11,40,90
1589,Shebin El Kom,Markets,Bananas (1 kg),33.82,25,50
1590,Shebin El Kom,Markets,Oranges (1 kg),22.69,10,35
1591,Shebin El Kom,Markets,Tomatoes (1 kg),17.04,10,25
1592,Shebin El Kom,Markets,Potatoes (1 kg),17.08,7,30
1593,Shebin El Kom,Markets,Onions (1 kg),18.57,10,30
1594,Shebin El Kom,Markets,Lettuce (1 Head),14,5,30
1595,Shebin El Kom,Markets,Bottled Water (1.5 Liter),10.12,8,12
1596,Shebin El Kom,Markets,Bottle of Wine (Mid-Range),300,150,500
1597,Shebin El Kom,Markets,Domestic Beer (0.5 Liter Bottle),66,60,90
1598,Shebin El Kom,Markets,Imported Beer (0.33 Liter Bottle),140,45,160
1599,Shebin El Kom,Markets,"Cigarettes (Pack of 20, Marlboro)",100,80,150
1600,Shebin El Kom,Transportation,Taxi Start (Standard Tariff),30,20,50
1601,Shebin El Kom,Transportation,Taxi 1 km (Standard Tariff),22.5,10,30
1602,Shebin El Kom,Transportation,Taxi 1 Hour Waiting (Standard Tariff),100,70,100
1603,Shebin El Kom,Transportation,Gasoline (1 Liter),19.03,15,24
1604,Shebin El Kom,Transportation,Volkswagen Golf 1.5 (or Equivalent New Compact Car),1690000,1690000,1800000
1605,Shebin El Kom,Transportation,Toyota Corolla Sedan 1.6 (or Equivalent New Mid-Size Car),1506250,1200000,1700000
1606,Shebin El Kom,Utilities (Monthly),"Basic Utilities for 85 m2 Apartment (Electricity, Heating, Cooling, Water, Garbage)",669.6,470,1000
1607,Shebin El Kom,Utilities (Monthly),"Mobile Phone Plan (Monthly, with Calls and 10GB+ Data)",335.79,150,500
1608,Shebin El Kom,Utilities (Monthly),"Broadband Internet (Unlimited Data, 60 Mbps or Higher)",533.64,250,1000
1609,Shebin El Kom,Sports And Leisure,Cinema Ticket (International Release),150,100,150
1610,Shebin El Kom,Childcare,"Private Full-Day Preschool or Kindergarten, Monthly Fee per Child",4155.56,2500,5000
1611,Shebin El Kom,Childcare,"International Primary School, Annual Tuition per Child",111363.64,70000,308661.93
1612,Shebin El Kom,Clothing And Shoes,Jeans (Levi's 501 or Similar),1503.57,600,3000
1613,Shebin El Kom,Clothing And Shoes,Summer Dress in a Chain Store (e.g. Zara or H&M),2300,800,4000
1614,Shebin El Kom,Clothing And Shoes,Nike Running Shoes (Mid-Range),6545.45,3500,12000
1615,Shebin El Kom,Clothing And Shoes,Men's Leather Business Shoes,2877.78,700,5000
1616,Shebin El Kom,Salaries And Financing,"Annual Mortgage Interest Rate (20-Year Fixed, in %)",20.5,14,24
