Id_cost,city,category,item,avg_price_egp,min_price_egp,max_price_egp
682,Damietta,Transportation,Gasoline (1 Liter),18.31,13,24
683,Damietta,Transportation,Volkswagen Golf 1.5 (or Equivalent New Compact Car),1272500,1250000,1800000
684,Damietta,Transportation,Toyota Corolla Sedan 1.6 (or Equivalent New Mid-Size Car),1500000,1200000,2000000
685,Damietta,Utilities (Monthly),"Basic Utilities for 85 m2 Apartment (Electricity, Heating, Cooling, Water, Garbage)",669.6,470,2500
686,Damietta,Utilities (Monthly),"Mobile Phone Plan (Monthly, with Calls and 10GB+ Data)",335,150,500
687,Damietta,Utilities (Monthly),"Broadband Internet (Unlimited Data, 60 Mbps or Higher)",533.64,200,2000
688,Damietta,Sports And Leisure,Monthly Fitness Club Membership,966.67,300,2000
689,Damietta,Sports And Leisure,"Tennis Court Rental (1 Hour, Weekend)",333.33,200,500
690,Damietta,Sports And Leisure,Cinema Ticket (International Release),150,100,300
691,Damietta,Childcare,"Private Full-Day Preschool or Kindergarten, Monthly Fee per Child",1875,750,5000
692,Damietta,Childcare,"International Primary School, Annual Tuition per Child",48333.33,20000,308661.93
693,Damietta,Clothing And Shoes,Jeans (Levi's 501 or Similar),766.67,500,3000
694,Damietta,Clothing And Shoes,Summer Dress in a Chain Store (e.g. Zara or H&M),1350,700,4000
695,Damietta,Clothing And Shoes,Nike Running Shoes (Mid-Range),4000,2000,12000
696,Damietta,Clothing And Shoes,Men's Leather Business Shoes,1000,700,5000
697,Damietta,Rent Per Month,1 Bedroom Apartment in City Centre,1750,1500,2000
698,Damietta,Rent Per Month,1 Bedroom Apartment Outside of City Centre,1100,1000,1200
699,Damietta,Rent Per Month,3 Bedroom Apartment in City Centre,6000,6000,6000
700,Damietta,Rent Per Month,3 Bedroom Apartment Outside of City Centre,4250,3500,5000
701,Damietta,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,50000,,
702,Damietta,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,35000,,
703,Damietta,Salaries And Financing,Average Monthly Net Salary (After Tax),6500,,
704,Damietta,Salaries And Financing,"Annual Mortgage Interest Rate (20-Year Fixed, in %)",8,8,24
705,Dikirnis,Markets,"Milk (Regular, 1 Liter)",30,,
706,Dikirnis,Markets,Fresh White Bread (500 g Loaf),50,,
707,Dikirnis,Markets,White Rice (1 kg),40,,
708,Dikirnis,Markets,"Eggs (12, Large Size)",72,,
709,Dikirnis,Markets,Local Cheese (1 kg),200,,
710,Dikirnis,Markets,Chicken Fillets (1 kg),200,,
711,Dikirnis,Markets,Beef Round or Equivalent Back Leg Red Meat (1 kg),400,,
712,Dikirnis,Markets,Apples (1 kg),80,,
713,Dikirnis,Markets,Bananas (1 kg),30,,
714,Dikirnis,Markets,Oranges (1 kg),30,,
715,Dikirnis,Markets,Tomatoes (1 kg),30,,
716,Dikirnis,Markets,Potatoes (1 kg),30,,
717,Dikirnis,Markets,Onions (1 kg),30,,
718,Dikirnis,Markets,Lettuce (1 Head),50,,
719,Dikirnis,Markets,Bottled Water (1.5 Liter),10,,
720,Dikirnis,Transportation,One-Way Ticket (Local Transport),20,,
721,Dikirnis,Transportation,Taxi 1 Hour Waiting (Standard Tariff),300,,
722,Dikirnis,Utilities (Monthly),"Basic Utilities for 85 m2 Apartment (Electricity, Heating, Cooling, Water, Garbage)",1000,,
723,Dikirnis,Utilities (Monthly),"Mobile Phone Plan (Monthly, with Calls and 10GB+ Data)",300,,
724,Dikirnis,Utilities (Monthly),"Broadband Internet (Unlimited Data, 60 Mbps or Higher)",600,,
725,Dikirnis,Sports And Leisure,Monthly Fitness Club Membership,1000,,
726,Dikirnis,Childcare,"Private Full-Day Preschool or Kindergarten, Monthly Fee per Child",2000,,
727,Dikirnis,Childcare,"International Primary School, Annual Tuition per Child",22000,,
728,Dikirnis,Rent Per Month,3 Bedroom Apartment in City Centre,5000,,
729,Dikirnis,Salaries And Financing,Average Monthly Net Salary (After Tax),7000,,
730,Fayoum,Restaurants,Meal at an Inexpensive Restaurant,120,120,500
731,Fayoum,Restaurants,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks)",700,500,1500
732,Fayoum,Restaurants,Combo Meal at McDonald's (or Equivalent Fast-Food Meal),250,180,350
733,Fayoum,Restaurants,Domestic Draft Beer (0.5 Liter),72.5,50,200
734,Fayoum,Restaurants,Imported Beer (0.33 Liter Bottle),150,90,400
735,Fayoum,Restaurants,Cappuccino (Regular Size),62.5,30,120
736,Fayoum,Restaurants,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle)",16.38,15,20
737,Fayoum,Restaurants,Bottled Water (0.33 Liter),6.53,5,10
738,Fayoum,Markets,"Milk (Regular, 1 Liter)",37.5,30,50
739,Fayoum,Markets,Fresh White Bread (500 g Loaf),39.57,20,120
740,Fayoum,Markets,White Rice (1 kg),33.52,23,40
741,Fayoum,Markets,"Eggs (12, Large Size)",61.17,36,72
742,Fayoum,Markets,Local Cheese (1 kg),153.33,80,400
743,Fayoum,Markets,Chicken Fillets (1 kg),220.62,175,300
744,Fayoum,Markets,Beef Round or Equivalent Back Leg Red Meat (1 kg),416.67,270,500
745,Fayoum,Markets,Apples (1 kg),72.11,25,160
746,Fayoum,Markets,Bananas (1 kg),33.82,20,50
747,Fayoum,Markets,Oranges (1 kg),22.69,10,60
748,Fayoum,Markets,Tomatoes (1 kg),17.04,10,49
749,Fayoum,Markets,Potatoes (1 kg),17.08,7,39
750,Fayoum,Markets,Onions (1 kg),18.57,10,30
751,Fayoum,Markets,Lettuce (1 Head),14,5,40
752,Fayoum,Markets,Bottled Water (1.5 Liter),10.12,8,12
753,Fayoum,Markets,Bottle of Wine (Mid-Range),300,120,600
754,Fayoum,Markets,Domestic Beer (0.5 Liter Bottle),66,60,90
755,Fayoum,Markets,Imported Beer (0.33 Liter Bottle),113.33,45,160
756,Fayoum,Markets,"Cigarettes (Pack of 20, Marlboro)",100,80,150
757,Fayoum,Transportation,One-Way Ticket (Local Transport),3,3,12
758,Fayoum,Transportation,Monthly Public Transport Pass (Regular Price),300,,
759,Fayoum,Transportation,Taxi Start (Standard Tariff),22.5,20,50
760,Fayoum,Transportation,Taxi 1 km (Standard Tariff),15,10,30
761,Fayoum,Transportation,Taxi 1 Hour Waiting (Standard Tariff),50,50,80
762,Fayoum,Transportation,Gasoline (1 Liter),17.5,13.5,24
763,Fayoum,Transportation,Volkswagen Golf 1.5 (or Equivalent New Compact Car),1690000,1690000,3000000
764,Fayoum,Transportation,Toyota Corolla Sedan 1.6 (or Equivalent New Mid-Size Car),1506250,1200000,2000000
765,Fayoum,Utilities (Monthly),"Basic Utilities for 85 m2 Apartment (Electricity, Heating, Cooling, Water, Garbage)",669.6,470,1700
766,Fayoum,Utilities (Monthly),"Mobile Phone Plan (Monthly, with Calls and 10GB+ Data)",335.79,150,800
767,Fayoum,Utilities (Monthly),"Broadband Internet (Unlimited Data, 60 Mbps or Higher)",533.64,250,1700
768,Fayoum,Sports And Leisure,Monthly Fitness Club Membership,1266.67,300,2600
769,Fayoum,Sports And Leisure,"Tennis Court Rental (1 Hour, Weekend)",1300,,
770,Fayoum,Sports And Leisure,Cinema Ticket (International Release),120,100,150
771,Fayoum,Childcare,"Private Full-Day Preschool or Kindergarten, Monthly Fee per Child",1300,1250,5000
772,Fayoum,Childcare,"International Primary School, Annual Tuition per Child",45000,30000,308505.74
773,Fayoum,Clothing And Shoes,Jeans (Levi's 501 or Similar),1503.57,600,3000
774,Fayoum,Clothing And Shoes,Summer Dress in a Chain Store (e.g. Zara or H&M),2300,800,10000
775,Fayoum,Clothing And Shoes,Nike Running Shoes (Mid-Range),6545.45,3500,12000
776,Fayoum,Clothing And Shoes,Men's Leather Business Shoes,2366.67,600,5000
777,Fayoum,Rent Per Month,1 Bedroom Apartment in City Centre,9333.33,6500,15000
778,Fayoum,Rent Per Month,1 Bedroom Apartment Outside of City Centre,4333.33,2500,8000
779,Fayoum,Rent Per Month,3 Bedroom Apartment in City Centre,16666.67,15000,20000
780,Fayoum,Rent Per Month,3 Bedroom Apartment Outside of City Centre,9333.33,8000,12000
781,Fayoum,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,21333.33,17000,30000
782,Fayoum,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,10666.67,8000,16000
783,Fayoum,Salaries And Financing,Average Monthly Net Salary (After Tax),3666.67,,
784,Fayoum,Salaries And Financing,"Annual Mortgage Interest Rate (20-Year Fixed, in %)",6,6,24
785,Mahalla,Restaurants,Meal at an Inexpensive Restaurant,200,120,500
786,Mahalla,Restaurants,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks)",750,500,1500
787,Mahalla,Restaurants,Combo Meal at McDonald's (or Equivalent Fast-Food Meal),160,150,250
788,Mahalla,Restaurants,Domestic Draft Beer (0.5 Liter),70,60,110
789,Mahalla,Restaurants,Imported Beer (0.33 Liter Bottle),150,90,200
790,Mahalla,Restaurants,Cappuccino (Regular Size),64.12,30,120
791,Mahalla,Restaurants,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle)",16.38,15,20
792,Mahalla,Restaurants,Bottled Water (0.33 Liter),6,5,10
793,Mahalla,Markets,"Milk (Regular, 1 Liter)",43.93,35,55
794,Mahalla,Markets,Fresh White Bread (500 g Loaf),15.33,11,120
795,Mahalla,Markets,White Rice (1 kg),28.6,22,40
796,Mahalla,Markets,"Eggs (12, Large Size)",61.17,36,84
797,Mahalla,Markets,Local Cheese (1 kg),150,80,400
798,Mahalla,Markets,Chicken Fillets (1 kg),212,180,250
799,Mahalla,Markets,Beef Round or Equivalent Back Leg Red Meat (1 kg),392.5,350,500
800,Mahalla,Markets,Apples (1 kg),72.11,25,150
801,Mahalla,Markets,Bananas (1 kg),33.82,25,57
802,Mahalla,Markets,Oranges (1 kg),22.69,10,35
803,Mahalla,Markets,Tomatoes (1 kg),17.04,10,25
804,Mahalla,Markets,Potatoes (1 kg),17.08,7,30
805,Mahalla,Markets,Onions (1 kg),18.57,10,30
806,Mahalla,Markets,Lettuce (1 Head),14,5,30
807,Mahalla,Markets,Bottled Water (1.5 Liter),10.12,8,12
808,Mahalla,Markets,Bottle of Wine (Mid-Range),300,150,500
809,Mahalla,Markets,Domestic Beer (0.5 Liter Bottle),66,60,90
810,Mahalla,Markets,Imported Beer (0.33 Liter Bottle),140,45,160
811,Mahalla,Markets,"Cigarettes (Pack of 20, Marlboro)",100,80,150
812,Mahalla,Transportation,Taxi Start (Standard Tariff),17.5,9,50
813,Mahalla,Transportation,Taxi 1 km (Standard Tariff),22.5,10,30
814,Mahalla,Transportation,Taxi 1 Hour Waiting (Standard Tariff),50,50,100
815,Mahalla,Transportation,Gasoline (1 Liter),19.03,15,24
816,Mahalla,Transportation,Volkswagen Golf 1.5 (or Equivalent New Compact Car),1690000,1500000,1800000
817,Mahalla,Transportation,Toyota Corolla Sedan 1.6 (or Equivalent New Mid-Size Car),1216666.67,1150000,1700000
818,Mahalla,Utilities (Monthly),"Basic Utilities for 85 m2 Apartment (Electricity, Heating, Cooling, Water, Garbage)",669.6,470,1700
819,Mahalla,Utilities (Monthly),"Mobile Phone Plan (Monthly, with Calls and 10GB+ Data)",212,100,1000
820,Mahalla,Utilities (Monthly),"Broadband Internet (Unlimited Data, 60 Mbps or Higher)",444,250,2050
821,Mahalla,Sports And Leisure,Cinema Ticket (International Release),150,100,200
822,Mahalla,Childcare,"Private Full-Day Preschool or Kindergarten, Monthly Fee per Child",1666.67,1666.67,5000
823,Mahalla,Childcare,"International Primary School, Annual Tuition per Child",111363.64,70000,308661.93
824,Mahalla,Clothing And Shoes,Jeans (Levi's 501 or Similar),860,400,3000
825,Mahalla,Clothing And Shoes,Summer Dress in a Chain Store (e.g. Zara or H&M),2300,800,4000
826,Mahalla,Clothing And Shoes,Nike Running Shoes (Mid-Range),5375,3000,12000
827,Mahalla,Clothing And Shoes,Men's Leather Business Shoes,2877.78,700,9000
828,Mahalla,Salaries And Financing,"Annual Mortgage Interest Rate (20-Year Fixed, in %)",20,8,27
829,Obour,Restaurants,Meal at an Inexpensive Restaurant,250,180,500
830,Obour,Restaurants,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks)",1250,800,1700
831,Obour,Restaurants,Combo Meal at McDonald's (or Equivalent Fast-Food Meal),375,300,450
832,Obour,Restaurants,Domestic Draft Beer (0.5 Liter),45,,
833,Obour,Restaurants,Cappuccino (Regular Size),80,70,90
834,Obour,Restaurants,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle)",15.33,9,20
835,Obour,Restaurants,Bottled Water (0.33 Liter),7.67,6,10
836,Obour,Markets,"Milk (Regular, 1 Liter)",51.5,48,55
837,Obour,Markets,Fresh White Bread (500 g Loaf),20,,
838,Obour,Markets,White Rice (1 kg),35,,
839,Obour,Markets,"Eggs (12, Large Size)",68,64,72
840,Obour,Markets,Local Cheese (1 kg),235.74,231.49,240
841,Obour,Markets,Chicken Fillets (1 kg),220,190,250
842,Obour,Markets,Beef Round or Equivalent Back Leg Red Meat (1 kg),505,,
843,Obour,Markets,Bottled Water (1.5 Liter),8,,
844,Obour,Markets,"Cigarettes (Pack of 20, Marlboro)",112.5,105,120
845,Obour,Transportation,Gasoline (1 Liter),20.62,19,22.25
846,Obour,Transportation,Volkswagen Golf 1.5 (or Equivalent New Compact Car),2000000,,
847,Obour,Transportation,Toyota Corolla Sedan 1.6 (or Equivalent New Mid-Size Car),1800000,,
848,Obour,Utilities (Monthly),"Basic Utilities for 85 m2 Apartment (Electricity, Heating, Cooling, Water, Garbage)",1888.89,,
849,Obour,Utilities (Monthly),"Broadband Internet (Unlimited Data, 60 Mbps or Higher)",870,240,1500
850,Obour,Childcare,"International Primary School, Annual Tuition per Child",120000,,
851,Obour,Clothing And Shoes,Jeans (Levi's 501 or Similar),1500,,
852,Obour,Clothing And Shoes,Nike Running Shoes (Mid-Range),3500,,
853,Giza,Restaurants,Meal at an Inexpensive Restaurant,200,100,300
854,Giza,Restaurants,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks)",700,500,3955.85
855,Giza,Restaurants,Combo Meal at McDonald's (or Equivalent Fast-Food Meal),245,200,300
856,Giza,Restaurants,Domestic Draft Beer (0.5 Liter),77.5,50,150
857,Giza,Restaurants,Imported Beer (0.33 Liter Bottle),150,95,210
858,Giza,Restaurants,Cappuccino (Regular Size),68,30,150
859,Giza,Restaurants,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle)",19.56,15,30
860,Giza,Restaurants,Bottled Water (0.33 Liter),7.09,5,10
861,Giza,Markets,"Milk (Regular, 1 Liter)",46.33,30,67
862,Giza,Markets,Fresh White Bread (500 g Loaf),25,10,55
863,Giza,Markets,White Rice (1 kg),35.12,23,50
864,Giza,Markets,"Eggs (12, Large Size)",73.78,60,84
865,Giza,Markets,Local Cheese (1 kg),135,50,200
866,Giza,Markets,Chicken Fillets (1 kg),207.12,170,249
867,Giza,Markets,Beef Round or Equivalent Back Leg Red Meat (1 kg),410.83,350,495
868,Giza,Markets,Apples (1 kg),80,30,100
869,Giza,Markets,Bananas (1 kg),31.25,25,50
870,Giza,Markets,Oranges (1 kg),21.67,10,30
871,Giza,Markets,Tomatoes (1 kg),17.67,5,40
872,Giza,Markets,Potatoes (1 kg),24,10,35
873,Giza,Markets,Onions (1 kg),25,15,30
874,Giza,Markets,Lettuce (1 Head),12.4,5,24
875,Giza,Markets,Bottled Water (1.5 Liter),10,7,15
876,Giza,Markets,Bottle of Wine (Mid-Range),225,200,250
877,Giza,Markets,Domestic Beer (0.5 Liter Bottle),72.5,55,90
878,Giza,Markets,Imported Beer (0.33 Liter Bottle),85,,
879,Giza,Markets,"Cigarettes (Pack of 20, Marlboro)",100,80,150
880,Giza,Transportation,One-Way Ticket (Local Transport),15,10,20
881,Giza,Transportation,Monthly Public Transport Pass (Regular Price),101,,
882,Giza,Transportation,Taxi Start (Standard Tariff),15,15,50
883,Giza,Transportation,Taxi 1 km (Standard Tariff),16,6,20
884,Giza,Transportation,Taxi 1 Hour Waiting (Standard Tariff),100,,
885,Giza,Transportation,Gasoline (1 Liter),18.54,13,24
886,Giza,Transportation,Volkswagen Golf 1.5 (or Equivalent New Compact Car),1690000,1690000,1690000
887,Giza,Transportation,Toyota Corolla Sedan 1.6 (or Equivalent New Mid-Size Car),1441666.67,1300000,1700000
888,Giza,Utilities (Monthly),"Basic Utilities for 85 m2 Apartment (Electricity, Heating, Cooling, Water, Garbage)",936.55,578,1342.11
889,Giza,Utilities (Monthly),"Mobile Phone Plan (Monthly, with Calls and 10GB+ Data)",403.33,300,500
890,Giza,Utilities (Monthly),"Broadband Internet (Unlimited Data, 60 Mbps or Higher)",1000,700,2000
891,Giza,Sports And Leisure,Monthly Fitness Club Membership,891.67,500,1250
892,Giza,Sports And Leisure,"Tennis Court Rental (1 Hour, Weekend)",366.67,300,400
893,Giza,Sports And Leisure,Cinema Ticket (International Release),250,150,350
894,Giza,Childcare,"Private Full-Day Preschool or Kindergarten, Monthly Fee per Child",4833.33,3000,6000
895,Giza,Childcare,"International Primary School, Annual Tuition per Child",123750,95000,150000
896,Giza,Clothing And Shoes,Jeans (Levi's 501 or Similar),866.67,300,1000
897,Giza,Clothing And Shoes,Summer Dress in a Chain Store (e.g. Zara or H&M),3125,1500,5000
898,Giza,Clothing And Shoes,Nike Running Shoes (Mid-Range),4250,2500,15000
899,Giza,Clothing And Shoes,Men's Leather Business Shoes,2575,1000,5000
900,Giza,Rent Per Month,1 Bedroom Apartment in City Centre,7375,5000,15000
901,Giza,Rent Per Month,1 Bedroom Apartment Outside of City Centre,4700,3800,8000
902,Giza,Rent Per Month,3 Bedroom Apartment in City Centre,18700,9500,35000
903,Giza,Rent Per Month,3 Bedroom Apartment Outside of City Centre,8000,6000,10000
904,Giza,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,41250,30000,60000
905,Giza,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,62500,15000,200000
906,Giza,Salaries And Financing,Average Monthly Net Salary (After Tax),6625,,
907,Giza,Salaries And Financing,"Annual Mortgage Interest Rate (20-Year Fixed, in %)",20,15,25
908,Hurghada,Restaurants,Meal at an Inexpensive Restaurant,205,125,311.01
909,Hurghada,Restaurants,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks)",2000,1000,4354.12
910,Hurghada,Restaurants,Combo Meal at McDonald's (or Equivalent Fast-Food Meal),300,300,435.41
911,Hurghada,Restaurants,Domestic Draft Beer (0.5 Liter),112.2,60,186.61
912,Hurghada,Restaurants,Imported Beer (0.33 Liter Bottle),165.8,90,186.61
913,Hurghada,Restaurants,Cappuccino (Regular Size),98.94,15,200
914,Hurghada,Restaurants,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle)",26.53,15,62.2
915,Hurghada,Restaurants,Bottled Water (0.33 Liter),8.74,5,15
916,Hurghada,Markets,"Milk (Regular, 1 Liter)",50.19,46,52.74
917,Hurghada,Markets,Fresh White Bread (500 g Loaf),31.22,10,60.66
918,Hurghada,Markets,White Rice (1 kg),33.25,23,100
919,Hurghada,Markets,"Eggs (12, Large Size)",100.37,64,144
920,Hurghada,Markets,Local Cheese (1 kg),155.2,50,400
921,Hurghada,Markets,Chicken Fillets (1 kg),300.37,190,400
922,Hurghada,Markets,Beef Round or Equivalent Back Leg Red Meat (1 kg),506.86,480,527.45
923,Hurghada,Markets,Apples (1 kg),76.33,52.74,86
924,Hurghada,Markets,Bananas (1 kg),26.46,20,30
925,Hurghada,Markets,Oranges (1 kg),22.33,15.82,25
926,Hurghada,Markets,Tomatoes (1 kg),21.25,13,42.2
927,Hurghada,Markets,Potatoes (1 kg),18.75,9,30
928,Hurghada,Markets,Onions (1 kg),20.2,9,42.2
929,Hurghada,Markets,Lettuce (1 Head),14.71,10,15.82
930,Hurghada,Markets,Bottled Water (1.5 Liter),9.25,6,10.55
931,Hurghada,Markets,Bottle of Wine (Mid-Range),388.72,250,527.45
932,Hurghada,Markets,Domestic Beer (0.5 Liter Bottle),64.73,40,94.19
933,Hurghada,Markets,Imported Beer (0.33 Liter Bottle),92.97,65.93,120
934,Hurghada,Markets,"Cigarettes (Pack of 20, Marlboro)",115,85,130
935,Hurghada,Transportation,One-Way Ticket (Local Transport),9,5,50
936,Hurghada,Transportation,Monthly Public Transport Pass (Regular Price),300,,
937,Hurghada,Transportation,Taxi Start (Standard Tariff),50,,
938,Hurghada,Transportation,Taxi 1 km (Standard Tariff),10.25,10,10.5
939,Hurghada,Transportation,Taxi 1 Hour Waiting (Standard Tariff),100,,
940,Hurghada,Transportation,Gasoline (1 Liter),20.31,17,24
941,Hurghada,Transportation,Volkswagen Golf 1.5 (or Equivalent New Compact Car),1690000,1690000,1690000
942,Hurghada,Transportation,Toyota Corolla Sedan 1.6 (or Equivalent New Mid-Size Car),1150000,1150000,1150000
943,Hurghada,Utilities (Monthly),"Basic Utilities for 85 m2 Apartment (Electricity, Heating, Cooling, Water, Garbage)",1202.02,566.67,2445.44
944,Hurghada,Utilities (Monthly),"Mobile Phone Plan (Monthly, with Calls and 10GB+ Data)",414.36,100,527.45
945,Hurghada,Utilities (Monthly),"Broadband Internet (Unlimited Data, 60 Mbps or Higher)",492.23,310,1100
946,Hurghada,Sports And Leisure,Monthly Fitness Club Membership,1423.03,1000,1846.06
947,Hurghada,Sports And Leisure,"Tennis Court Rental (1 Hour, Weekend)",330.5,311.01,350
948,Hurghada,Sports And Leisure,Cinema Ticket (International Release),180.49,150,210.98
949,Hurghada,Childcare,"Private Full-Day Preschool or Kindergarten, Monthly Fee per Child",5274.47,,
950,Hurghada,Childcare,"International Primary School, Annual Tuition per Child",31646.81,,
951,Hurghada,Clothing And Shoes,Jeans (Levi's 501 or Similar),1074.01,622.02,1700
952,Hurghada,Clothing And Shoes,Summer Dress in a Chain Store (e.g. Zara or H&M),1750,1000,2500
953,Hurghada,Clothing And Shoes,Men's Leather Business Shoes,1500,,
954,Hurghada,Rent Per Month,1 Bedroom Apartment in City Centre,11477.93,6000,20000
955,Hurghada,Rent Per Month,1 Bedroom Apartment Outside of City Centre,6233.8,5000,10548.94
956,Hurghada,Rent Per Month,3 Bedroom Apartment in City Centre,12653.55,4500,18460.64
957,Hurghada,Rent Per Month,3 Bedroom Apartment Outside of City Centre,24411.7,10000,35000
958,Hurghada,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,28607.8,15823.41,35000
959,Hurghada,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,32124.12,26372.35,40000
960,Hurghada,Salaries And Financing,Average Monthly Net Salary (After Tax),8000,,
961,Cairo,Restaurants,Meal at an Inexpensive Restaurant,200,120,500
962,Cairo,Restaurants,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks)",800,500,1500
963,Cairo,Restaurants,Combo Meal at McDonald's (or Equivalent Fast-Food Meal),250,200,250
964,Cairo,Restaurants,Domestic Draft Beer (0.5 Liter),72.5,60,110
965,Cairo,Restaurants,Imported Beer (0.33 Liter Bottle),150,90,200
966,Cairo,Restaurants,Cappuccino (Regular Size),64.12,30,120
967,Cairo,Restaurants,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle)",16.38,15,20
968,Cairo,Restaurants,Bottled Water (0.33 Liter),6.53,5,10
969,Cairo,Markets,"Milk (Regular, 1 Liter)",32,32,50
970,Cairo,Markets,Fresh White Bread (500 g Loaf),10,10,120
971,Cairo,Markets,White Rice (1 kg),33.52,26,40
972,Cairo,Markets,"Eggs (12, Large Size)",61.17,36,72
973,Cairo,Markets,Local Cheese (1 kg),75,75,400
974,Cairo,Markets,Chicken Fillets (1 kg),160,160,250
975,Cairo,Markets,Beef Round or Equivalent Back Leg Red Meat (1 kg),350,350,500
976,Cairo,Markets,Apples (1 kg),72.11,40,90
977,Cairo,Markets,Bananas (1 kg),25,25,50
978,Cairo,Markets,Oranges (1 kg),20,10,35
979,Cairo,Markets,Tomatoes (1 kg),10,10,25
980,Cairo,Markets,Potatoes (1 kg),17.08,7,30
981,Cairo,Markets,Onions (1 kg),18.57,10,35
982,Cairo,Markets,Lettuce (1 Head),5,5,30
983,Cairo,Markets,Bottled Water (1.5 Liter),10,8,12
984,Cairo,Markets,Bottle of Wine (Mid-Range),100,100,500
985,Cairo,Markets,Domestic Beer (0.5 Liter Bottle),66,60,90
986,Cairo,Markets,Imported Beer (0.33 Liter Bottle),100,45,160
987,Cairo,Markets,"Cigarettes (Pack of 20, Marlboro)",90,80,150
988,Cairo,Transportation,One-Way Ticket (Local Transport),12,,
989,Cairo,Transportation,Monthly Public Transport Pass (Regular Price),750,,
990,Cairo,Transportation,Taxi Start (Standard Tariff),12,12,50
991,Cairo,Transportation,Taxi 1 km (Standard Tariff),22.5,10,30
992,Cairo,Transportation,Taxi 1 Hour Waiting (Standard Tariff),100,70,100
993,Cairo,Transportation,Gasoline (1 Liter),12,12,24
994,Cairo,Transportation,Volkswagen Golf 1.5 (or Equivalent New Compact Car),1690000,1690000,1800000
995,Cairo,Transportation,Toyota Corolla Sedan 1.6 (or Equivalent New Mid-Size Car),1506250,1200000,1700000
996,Cairo,Utilities (Monthly),"Basic Utilities for 85 m2 Apartment (Electricity, Heating, Cooling, Water, Garbage)",669.6,470,1000
997,Cairo,Utilities (Monthly),"Mobile Phone Plan (Monthly, with Calls and 10GB+ Data)",335.79,150,500
998,Cairo,Utilities (Monthly),"Broadband Internet (Unlimited Data, 60 Mbps or Higher)",533.64,250,1000
999,Cairo,Sports And Leisure,Monthly Fitness Club Membership,1000,,
1000,Cairo,Sports And Leisure,Cinema Ticket (International Release),150,100,150
1001,Cairo,Childcare,"Private Full-Day Preschool or Kindergarten, Monthly Fee per Child",1200,1200,5000
1002,Cairo,Childcare,"International Primary School, Annual Tuition per Child",50000,50000,308661.93
1003,Cairo,Clothing And Shoes,Jeans (Levi's 501 or Similar),800,600,3000
1004,Cairo,Clothing And Shoes,Summer Dress in a Chain Store (e.g. Zara or H&M),1000,800,4000
1005,Cairo,Clothing And Shoes,Nike Running Shoes (Mid-Range),6545.45,3500,12000
1006,Cairo,Clothing And Shoes,Men's Leather Business Shoes,2877.78,700,5000
1007,Cairo,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,10000,,
1008,Cairo,Salaries And Financing,Average Monthly Net Salary (After Tax),5000,,
1009,Cairo,Salaries And Financing,"Annual Mortgage Interest Rate (20-Year Fixed, in %)",20.5,14,24
1010,Ismailia,Restaurants,Meal at an Inexpensive Restaurant,175,60,500
1011,Ismailia,Restaurants,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks)",800,500,1500
1012,Ismailia,Restaurants,Combo Meal at McDonald's (or Equivalent Fast-Food Meal),200,200,250
1013,Ismailia,Restaurants,Domestic Draft Beer (0.5 Liter),72.5,60,110
1014,Ismailia,Restaurants,Imported Beer (0.33 Liter Bottle),100,90,200
1015,Ismailia,Restaurants,Cappuccino (Regular Size),56.67,30,120
1016,Ismailia,Restaurants,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle)",16.38,15,20
1017,Ismailia,Restaurants,Bottled Water (0.33 Liter),6.53,5,10
1018,Ismailia,Markets,"Milk (Regular, 1 Liter)",43.93,35,50
1019,Ismailia,Markets,Fresh White Bread (500 g Loaf),20,20,120
1020,Ismailia,Markets,White Rice (1 kg),31.67,25,40
1021,Ismailia,Markets,"Eggs (12, Large Size)",61.17,36,72
1022,Ismailia,Markets,Local Cheese (1 kg),193.33,80,400
1023,Ismailia,Markets,Chicken Fillets (1 kg),220,150,290
